statename,Districtname,block,pincode,,
Maharashtra,Amravati,Anjangaon,444705,,
Maharashtra,Amravati,Bhatkuli,444706,,
Maharashtra,Amravati,Bhatkuli,444802,,
Maharashtra,Amravati,Bhatkuli,444804,,
Maharashtra,Amravati,Chandur Bazar,444704,,
Maharashtra,Amravati,Chandur Bazar,444720,,
Maharashtra,Amravati,Chandur Bazar,444723,,
Maharashtra,Amravati,Chandur Bazar,444809,,
Maharashtra,Amravati,Chandur Bazar,444810,,
Maharashtra,Amravati,Chandur Railway,444904,,
Maharashtra,Amravati,Chandur Rly,444709,,
Maharashtra,Amravati,Chikhaldara,444807,,
Maharashtra,Amravati,Daryapur,444803,,
Maharashtra,Amravati,Dhamangaon Railway,442302,,
Maharashtra,Amravati,Dhamangaon Rly,444710,,
Maharashtra,Amravati,Dhamangaon Rly,444711,,
Maharashtra,Amravati,Dharni,444702,,
Maharashtra,Amravati,Dharni,444719,,
Maharashtra,Amravati,Dharni,444813,,
Maharashtra,Amravati,Morshi,444707,,
Maharashtra,Amravati,Morshi,444905,,
Maharashtra,Amravati,Nandgaon Khandeshwar,444708,,
Maharashtra,Amravati,Paratwada,444805,,
Maharashtra,Amravati,Teosa,444902,,
Maharashtra,Amravati,Tiosa,444903,,
Maharashtra,Amravati,Warud,444906,,
Maharashtra,Amravati,Warud,444907,,
Maharashtra,Amravati,Warud,444908,,
Maharashtra,Aurangabad,Aurangabad,431001,,
Maharashtra,Aurangabad,Aurangabad,431002,,
Maharashtra,Aurangabad,Aurangabad,431003,,
Maharashtra,Aurangabad,Aurangabad,431004,,
Maharashtra,Aurangabad,Aurangabad,431005,,
Maharashtra,Aurangabad,Aurangabad,431006,,
Maharashtra,Aurangabad,Aurangabad,431007,,
Maharashtra,Aurangabad,Aurangabad,431008,,
Maharashtra,Aurangabad,Aurangabad,431009,,
Maharashtra,Aurangabad,Aurangabad,431010,,
Maharashtra,Aurangabad,Aurangabad,431134,,
Maharashtra,Aurangabad,Aurangabad,431136,,
Maharashtra,Aurangabad,Aurangabad,431154,,
Maharashtra,Aurangabad,Badnapur,431202,,
Maharashtra,Aurangabad,Bhokardan,431114,,
Maharashtra,Aurangabad,Gangapur,423702,,
Maharashtra,Aurangabad,Gangapur,431109,,
Maharashtra,Aurangabad,Gangapur,431110,,
Maharashtra,Aurangabad,Gangapur,431115,,
Maharashtra,Aurangabad,Gangapur,431133,,
Maharashtra,Aurangabad,Kannad,431102,,
Maharashtra,Aurangabad,Kannad,431103,,
Maharashtra,Aurangabad,Kannad,431104,,
Maharashtra,Aurangabad,Kannad,431147,,
Maharashtra,Aurangabad,Khuldabad,431101,,
Maharashtra,Aurangabad,Khuldabad,431111,,
Maharashtra,Aurangabad,Paithan,431105,,
Maharashtra,Aurangabad,Paithan,431106,,
Maharashtra,Aurangabad,Paithan,431107,,
Maharashtra,Aurangabad,Paithan,431121,,
Maharashtra,Aurangabad,Paithan,431137,,
Maharashtra,Aurangabad,Paithan,431148,,
Maharashtra,Aurangabad,Phulumbri,431151,,
Maharashtra,Aurangabad,Sillod,431112,,
Maharashtra,Aurangabad,Sillod,431113,,
Maharashtra,Aurangabad,Sillod,431117,,
Maharashtra,Aurangabad,Sillod,431118,,
Maharashtra,Aurangabad,Sillod,431120,,
Maharashtra,Aurangabad,Sillod,431132,,
Maharashtra,Aurangabad,Sillod,431135,,
Maharashtra,Aurangabad,Soegaon,431150,,
Maharashtra,Aurangabad,Vaijapur,423701,,
Maharashtra,Aurangabad,Vaijapur,423703,,
Maharashtra,Aurangabad,Vaijapur,431116,,
Maharashtra,Beed,Ambajgoai,431517,,
Maharashtra,Beed,Ambajogai,431518,,
Maharashtra,Beed,Ambajogai,431519,,
Maharashtra,Beed,Ambejogai,431523,,
Maharashtra,Beed,Ashti,414202,,
Maharashtra,Beed,Ashti,414203,,
Maharashtra,Beed,Ashti,414208,,
Maharashtra,Beed,Beed,414205,,
Maharashtra,Beed,Beed,431122,,
Maharashtra,Beed,Beed,431125,,
Maharashtra,Beed,Beed,431126,,
Maharashtra,Beed,Beed,431144,,
Maharashtra,Beed,Beed,431153,,
Maharashtra,Beed,Bid,413229,,
Maharashtra,Beed,Bid,431128,,
Maharashtra,Beed,Bid,431129,,
Maharashtra,Beed,Dharur,431124,,
Maharashtra,Beed,Georai,431127,,
Maharashtra,Beed,Georai,431130,,
Maharashtra,Beed,Georai,431143,,
Maharashtra,Beed,Kaij,431123,,
Maharashtra,Beed,Majalgaon,431131,,
Maharashtra,Beed,Majalgaon,431142,,
Maharashtra,Beed,Parli,431515,,
Maharashtra,Beed,Parli,431520,,
Maharashtra,Beed,Parli,431530,,
Maharashtra,Beed,Patoda,413207,,
Maharashtra,Beed,Patoda,414204,,
Maharashtra,Beed,Shirur,413249,,
Maharashtra,Bhandara,Bhandara,441904,,
Maharashtra,Bhandara,Bhandara,441905,,
Maharashtra,Bhandara,Bhandara,441906,,
Maharashtra,Bhandara,Bhandara,441924,,
Maharashtra,Bhandara,Lakhandur,441803,,
Maharashtra,Bhandara,Lakhandur,441805,,
Maharashtra,Bhandara,Lakhani,441804,,
Maharashtra,Bhandara,Lakhni,441809,,
Maharashtra,Bhandara,Mohadi,441909,,
Maharashtra,Bhandara,Mohadi,441914,,
Maharashtra,Bhandara,Pauni,441903,,
Maharashtra,Bhandara,Pauni,441908,,
Maharashtra,Bhandara,Pauni,441910,,
Maharashtra,Bhandara,Sakoli,441802,,
Maharashtra,Bhandara,Tumsar,441907,,
Maharashtra,Bhandara,Tumsar,441912,,
Maharashtra,Bhandara,Tumsar,441913,,
Maharashtra,Bhandara,Tumsar,441915,,
Maharashtra,Buldhana,Budlana,443002,,
Maharashtra,Buldhana,Buldana,443001,,
Maharashtra,Buldhana,Buldana,443106,,
Maharashtra,Buldhana,Chikhali,444301,,
Maharashtra,Buldhana,Chikhli,443201,,
Maharashtra,Buldhana,Deulgaon Mahi,443206,,
Maharashtra,Buldhana,Deulgaon Raja,443204,,
Maharashtra,Buldhana,Jalgaon,443101,,
Maharashtra,Buldhana,Jalgaon,443402,,
Maharashtra,Buldhana,Jalgaon,443403,,
Maharashtra,Buldhana,Kahmgaon,444306,,
Maharashtra,Buldhana,Khamgaon,444303,,
Maharashtra,Buldhana,Khamgaon,444312,,
Maharashtra,Buldhana,Loanr,443302,,
Maharashtra,Buldhana,Lonar,443202,,
Maharashtra,Buldhana,Lonar,443301,,
Maharashtra,Buldhana,Malkapur,443102,,
Maharashtra,Buldhana,Malkapur,443112,,
Maharashtra,Buldhana,Malkapur,443401,,
Maharashtra,Buldhana,Mehkar,443303,,
Maharashtra,Buldhana,Mehkar,443304,,
Maharashtra,Buldhana,Motala,443103,,
Maharashtra,Buldhana,Motala,443104,,
Maharashtra,Buldhana,Nanadura,443404,,
Maharashtra,Buldhana,Sangrampur,444201,,
Maharashtra,Buldhana,Sangrampur,444202,,
Maharashtra,Buldhana,Sangrampur,444204,,
Maharashtra,Buldhana,Shegan,444203,,
Maharashtra,Buldhana,Shegaon,444304,,
Maharashtra,Buldhana,Sindkhed Raja,443203,,
Maharashtra,Buldhana,Sindkhed Raja,443308,,
Maharashtra,Chandrapur,Ballarpur,442507,,
Maharashtra,Chandrapur,Ballarpur,442701,,
Maharashtra,Chandrapur,Ballarpur,442901,,
Maharashtra,Chandrapur,Bhadrawati,442404,,
Maharashtra,Chandrapur,Bhadrawati,442503,,
Maharashtra,Chandrapur,Bhadrawati,442902,,
Maharashtra,Chandrapur,Bhadrawati,442906,,
Maharashtra,Chandrapur,Bhamragadh,442710,,
Maharashtra,Chandrapur,Bramhapuri,441206,,
Maharashtra,Chandrapur,Chandrapur,441224,,
Maharashtra,Chandrapur,Chandrapur,442401,,
Maharashtra,Chandrapur,Chandrapur,442402,,
Maharashtra,Chandrapur,Chandrapur,442403,,
Maharashtra,Chandrapur,Chandrapur,442406,,
Maharashtra,Chandrapur,Chandrapur,442501,,
Maharashtra,Chandrapur,Chandrapur,442502,,
Maharashtra,Chandrapur,Chandrapur,442505,,
Maharashtra,Chandrapur,Chandur,442908,,
Maharashtra,Chandrapur,Chimur,442903,,
Maharashtra,Chandrapur,Chimur,442904,,
Maharashtra,Chandrapur,Desaiganj,441207,,
Maharashtra,Chandrapur,Gondipipri,442702,,
Maharashtra,Chandrapur,Gondpipri,441226,,
Maharashtra,Chandrapur,Jiwati,442917,,
Maharashtra,Chandrapur,Korpana,442916,,
Maharashtra,Chandrapur,Mul,441212,,
Maharashtra,Chandrapur,Mul,441225,,
Maharashtra,Chandrapur,Mul,442918,,
Maharashtra,Chandrapur,Nabhid,441205,,
Maharashtra,Chandrapur,Nagbhid,441221,,
Maharashtra,Chandrapur,Rajura,442905,,
Maharashtra,Chandrapur,Saoli,441215,,
Maharashtra,Chandrapur,Sawali,442606,,
Maharashtra,Chandrapur,Sindewahi,441222,,
Maharashtra,Chandrapur,Sindewahi,441223,,
Maharashtra,Chandrapur,Sironcha,442504,,
Maharashtra,Chandrapur,Warora,442907,,
Maharashtra,Chandrapur,Warora,442914,,
Maharashtra,Chandrapur,,442605,,
Maharashtra,Dhule,Dhule,424001,,
Maharashtra,Dhule,Dhule,424002,,
Maharashtra,Dhule,Dhule,424004,,
Maharashtra,Dhule,Dhule,424005,,
Maharashtra,Dhule,Dhule,424006,,
Maharashtra,Dhule,Dhule,424301,,
Maharashtra,Dhule,Dhule,424302,,
Maharashtra,Dhule,Dhule,424303,,
Maharashtra,Dhule,Dhule,424304,,
Maharashtra,Dhule,Dhule,424307,,
Maharashtra,Dhule,Dhule,424308,,
Maharashtra,Dhule,Dhule,424309,,
Maharashtra,Dhule,Dhule,424311,,
Maharashtra,Dhule,Dhule,424318,,
Maharashtra,Dhule,Sakri,424305,,
Maharashtra,Dhule,Sakri,424306,,
Maharashtra,Dhule,Sakri,424310,,
Maharashtra,Dhule,Shahada,425413,,
Maharashtra,Dhule,Shindkheda,425403,,
Maharashtra,Dhule,Shindkheda,425404,,
Maharashtra,Dhule,Shindkheda,425406,,
Maharashtra,Dhule,Shindkheda,425407,,
Maharashtra,Dhule,Shindkheda,425408,,
Maharashtra,Dhule,Shirpur,425405,,
Maharashtra,Dhule,Shirpur,425421,,
Maharashtra,Dhule,Shirpur,425427,,
Maharashtra,Dhule,Shirpur,425428,,
Maharashtra,Dhule,,425422,,
Maharashtra,Gadchiroli,Aheri,442703,,
Maharashtra,Gadchiroli,Aheri,442705,,
Maharashtra,Gadchiroli,Aheri,442709,,
Maharashtra,Gadchiroli,Armori,441208,,
Maharashtra,Gadchiroli,Armori,441217,,
Maharashtra,Gadchiroli,Chamorhsi,442707,,
Maharashtra,Gadchiroli,Chamorshi,442603,,
Maharashtra,Gadchiroli,Chamorshi,442604,,
Maharashtra,Gadchiroli,Etapalli,442704,,
Maharashtra,Gadchiroli,Korchi,441209,,
Maharashtra,Gondia,Amgaon,441902,,
Maharashtra,Gondia,Arjuni Morgaon,441701,,
Maharashtra,Gondia,Arjuni Morgaon,441702,,
Maharashtra,Gondia,Deori,441901,,
Maharashtra,Gondia,Gondia,441601,,
Maharashtra,Gondia,Gondia,441614,,
Maharashtra,Gondia,Goregaon,441801,,
Maharashtra,Gondia,Goregaon,441807,,
Maharashtra,Gondia,Sadak Arjuni,441806,,
Maharashtra,Gondia,Salekasa,441916,,
Maharashtra,Gondia,Tirora,441911,,
Maharashtra,Hingoli,Aundha Nagnath,431509,,
Maharashtra,Hingoli,Aundha Nagnath,431702,,
Maharashtra,Hingoli,Aundha Nagnath,431705,,
Maharashtra,Hingoli,Basmath,431501,,
Maharashtra,Hingoli,Basmath,431512,,
Maharashtra,Hingoli,Hingoli,431513,,
Maharashtra,Hingoli,Kalamnuri,431701,,
Maharashtra,Hingoli,Sengaon,431542,,
Maharashtra,Hingoli,Sengaon,431703,,
Maharashtra,Jalgaon,Amalner,425401,,
Maharashtra,Jalgaon,Amalner,425402,,
Maharashtra,Jalgaon,Amalner,425420,,
Maharashtra,Jalgaon,Bhadgaon,424103,,
Maharashtra,Jalgaon,Bhadgaon,424105,,
Maharashtra,Jalgaon,Bhadgaon,424107,,
Maharashtra,Jalgaon,Bhusawal,425201,,
Maharashtra,Jalgaon,Bhusawal,425203,,
Maharashtra,Jalgaon,Bhusawal,425305,,
Maharashtra,Jalgaon,Bhusawal,425307,,
Maharashtra,Jalgaon,Bhusawal,425308,,
Maharashtra,Jalgaon,Bhusawal,425311,,
Maharashtra,Jalgaon,Bodwad,425310,,
Maharashtra,Jalgaon,Chalisgaon,424101,,
Maharashtra,Jalgaon,Chalisgaon,424102,,
Maharashtra,Jalgaon,Chalisgaon,424106,,
Maharashtra,Jalgaon,Chalisgaon,424108,,
Maharashtra,Jalgaon,Chalisgaon,424119,,
Maharashtra,Jalgaon,Chopda,425303,,
Maharashtra,Jalgaon,Chopda,425508,,
Maharashtra,Jalgaon,Dharagaon,425105,,
Maharashtra,Jalgaon,Dharangaon,425103,,
Maharashtra,Jalgaon,Dharangaon,425104,,
Maharashtra,Jalgaon,Erandol,425109,,
Maharashtra,Jalgaon,Erandol,425110,,
Maharashtra,Jalgaon,Jalgaon,424204,,
Maharashtra,Jalgaon,Jalgaon,424205,,
Maharashtra,Jalgaon,Jalgaon,424206,,
Maharashtra,Jalgaon,Jalgaon,424207,,
Maharashtra,Jalgaon,Jalgaon,425001,,
Maharashtra,Jalgaon,Jalgaon,425002,,
Maharashtra,Jalgaon,Jalgaon,425003,,
Maharashtra,Jalgaon,Jalgaon,425004,,
Maharashtra,Jalgaon,Jalgaon,425101,,
Maharashtra,Jalgaon,Jalgaon,425102,,
Maharashtra,Jalgaon,Jalgaon,425107,,
Maharashtra,Jalgaon,Jalgaon,425108,,
Maharashtra,Jalgaon,Jalgaon,425114,,
Maharashtra,Jalgaon,Jalgaon,425115,,
Maharashtra,Jalgaon,Jalgaon,425116,,
Maharashtra,Jalgaon,Jalgaon,425309,,
Maharashtra,Jalgaon,Jalgoan,424208,,
Maharashtra,Jalgaon,Muktai Nagar,425327,,
Maharashtra,Jalgaon,Muktainagar,425306,,
Maharashtra,Jalgaon,Pachora,424104,,
Maharashtra,Jalgaon,Pachora,424201,,
Maharashtra,Jalgaon,Pachora,424202,,
Maharashtra,Jalgaon,Pachora,424203,,
Maharashtra,Jalgaon,Parola,425111,,
Maharashtra,Jalgaon,Parola,425112,,
Maharashtra,Jalgaon,Parola,425113,,
Maharashtra,Jalgaon,Raver,425501,,
Maharashtra,Jalgaon,Raver,425502,,
Maharashtra,Jalgaon,Raver,425504,,
Maharashtra,Jalgaon,Raver,425505,,
Maharashtra,Jalgaon,Raver,425506,,
Maharashtra,Jalgaon,Raver,425507,,
Maharashtra,Jalgaon,Yawal,425301,,
Maharashtra,Jalgaon,Yawal,425302,,
Maharashtra,Jalgaon,Yawal,425304,,
Maharashtra,Jalgaon,Yawal,425503,,
Maharashtra,Jalgaon,Yawal,425524,,
Maharashtra,Jalna,Ambad,431204,,
Maharashtra,Jalna,Ambad,431205,,
Maharashtra,Jalna,Ambad,431212,,
Maharashtra,Jalna,Badnapur,431207,,
Maharashtra,Jalna,Badnapur,431215,,
Maharashtra,Jalna,Ghansawangi,431209,,
Maharashtra,Jalna,Ghansawangi,431211,,
Maharashtra,Jalna,Jaffrabad,431206,,
Maharashtra,Jalna,Jaffrabad,431208,,
Maharashtra,Jalna,Jalna,431203,,
Maharashtra,Jalna,Jalna,431213,,
Maharashtra,Jalna,Jalna,431214,,
Maharashtra,Jalna,Mantha,431503,,
Maharashtra,Jalna,Mantha,431504,,
Maharashtra,Jalna,Partur,431502,,
Maharashtra,Jalna,Partur,431507,,
Maharashtra,Kolhapur,Ajara,416220,,
Maharashtra,Kolhapur,Ajara,416505,,
Maharashtra,Kolhapur,Bhudargad,416209,,
Maharashtra,Kolhapur,Bhudargad,416210,,
Maharashtra,Kolhapur,Bhudargad,416223,,
Maharashtra,Kolhapur,Chandgad,416501,,
Maharashtra,Kolhapur,Chandgad,416504,,
Maharashtra,Kolhapur,Chandgad,416507,,
Maharashtra,Kolhapur,Chandgad,416508,,
Maharashtra,Kolhapur,Chandgad,416509,,
Maharashtra,Kolhapur,Chandgad,416527,,
Maharashtra,Kolhapur,Chandgad,416551,,
Maharashtra,Kolhapur,Chandgad,416552,,
Maharashtra,Kolhapur,Gadhinglaj,416235,,
Maharashtra,Kolhapur,Gadhinglaj,416502,,
Maharashtra,Kolhapur,Gadhinglaj,416503,,
Maharashtra,Kolhapur,Gadhinglaj,416506,,
Maharashtra,Kolhapur,Gadhinglaj,416526,,
Maharashtra,Kolhapur,Gaganbavada,416206,,
Maharashtra,Kolhapur,Hatkanagale,416109,,
Maharashtra,Kolhapur,Hatkanagale,416112,,
Maharashtra,Kolhapur,Hatkanagale,416118,,
Maharashtra,Kolhapur,Hatkanagale,416143,,
Maharashtra,Kolhapur,Hatkanagale,416202,,
Maharashtra,Kolhapur,Hatkanagale,416203,,
Maharashtra,Kolhapur,Hatkanangale,416101,,
Maharashtra,Kolhapur,Hatkanangale,416110,,
Maharashtra,Kolhapur,Hatkanangale,416111,,
Maharashtra,Kolhapur,Hatkanangale,416116,,
Maharashtra,Kolhapur,Hatkanangale,416122,,
Maharashtra,Kolhapur,Hatkanangale,416146,,
Maharashtra,Kolhapur,Hatkanangle,416011,,
Maharashtra,Kolhapur,Hatkanangle,416113,,
Maharashtra,Kolhapur,Hatkanangle,416115,,
Maharashtra,Kolhapur,Hatkanangle,416121,,
Maharashtra,Kolhapur,Kagal,416207,,
Maharashtra,Kolhapur,Kagal,416208,,
Maharashtra,Kolhapur,Kagal,416216,,
Maharashtra,Kolhapur,Kagal,416218,,
Maharashtra,Kolhapur,Kagal,416219,,
Maharashtra,Kolhapur,Kagal,416221,,
Maharashtra,Kolhapur,Kagal,416232,,
Maharashtra,Kolhapur,Kagal,416234,,
Maharashtra,Kolhapur,Kagal,416236,,
Maharashtra,Kolhapur,Karveer,416001,,
Maharashtra,Kolhapur,Karveer,416005,,
Maharashtra,Kolhapur,Karveer,416010,,
Maharashtra,Kolhapur,Karveer,416013,,
Maharashtra,Kolhapur,Karveer,416119,,
Maharashtra,Kolhapur,Karveer,416204,,
Maharashtra,Kolhapur,Karveer,416211,,
Maharashtra,Kolhapur,Karveer,416229,,
Maharashtra,Kolhapur,Karveer,416230,,
Maharashtra,Kolhapur,Karvir,416002,,
Maharashtra,Kolhapur,Karvir,416003,,
Maharashtra,Kolhapur,Karvir,416004,,
Maharashtra,Kolhapur,Karvir,416006,,
Maharashtra,Kolhapur,Karvir,416007,,
Maharashtra,Kolhapur,Karvir,416008,,
Maharashtra,Kolhapur,Karvir,416012,,
Maharashtra,Kolhapur,Panhala,416114,,
Maharashtra,Kolhapur,Panhala,416201,,
Maharashtra,Kolhapur,Panhala,416205,,
Maharashtra,Kolhapur,Radhanagari,416212,,
Maharashtra,Kolhapur,Radhanagari,416231,,
Maharashtra,Kolhapur,Shahuwadi,415101,,
Maharashtra,Kolhapur,Shahuwadi,416213,,
Maharashtra,Kolhapur,Shahuwadi,416214,,
Maharashtra,Kolhapur,Shahuwadi,416215,,
Maharashtra,Kolhapur,Shirol,416102,,
Maharashtra,Kolhapur,Shirol,416103,,
Maharashtra,Kolhapur,Shirol,416104,,
Maharashtra,Kolhapur,Shirol,416105,,
Maharashtra,Kolhapur,Shirol,416106,,
Maharashtra,Kolhapur,Shirol,416107,,
Maharashtra,Kolhapur,Shirol,416108,,
Maharashtra,Kolhapur,Shirol,416120,,
Maharashtra,Kolhapur,Shirol,416144,,
Maharashtra,Latur,Ahmadpur,413513,,
Maharashtra,Latur,Ahmedpuer,413515,,
Maharashtra,Latur,Ahmedpur,413514,,
Maharashtra,Latur,Ahmedpur,413523,,
Maharashtra,Latur,Ausa,413516,,
Maharashtra,Latur,Ausa,413520,,
Maharashtra,Latur,Chakur,413524,,
Maharashtra,Latur,Chakur,413529,,
Maharashtra,Latur,Chakur,413581,,
Maharashtra,Latur,Deoni,413519,,
Maharashtra,Latur,Jalkot,413532,,
Maharashtra,Latur,Latur,413510,,
Maharashtra,Latur,Latur,413511,,
Maharashtra,Latur,Latur,413512,,
Maharashtra,Latur,Latur,413531,,
Maharashtra,Latur,Nilanga,413521,,
Maharashtra,Latur,Nilanga,413522,,
Maharashtra,Latur,Nilanga,413530,,
Maharashtra,Latur,Nilanga,413607,,
Maharashtra,Latur,Osmanabad,413582,,
Maharashtra,Latur,Paranda,413502,,
Maharashtra,Latur,Renapur,413527,,
Maharashtra,Latur,Renapur,431522,,
Maharashtra,Latur,Shirur Anantpal,413544,,
Maharashtra,Latur,Shirur-Anantpal,413517,,
Maharashtra,Latur,Udgir,413518,,
Maharashtra,Mumbai Suburban,Bandra,400051,,
Maharashtra,Mumbai Suburban,Borivali East,400066,,
Maharashtra,Mumbai Suburban,Borivali West,400091,,
Maharashtra,Mumbai Suburban,Borivali West,400092,,
Maharashtra,Mumbai Suburban,Borivali West,400103,,
Maharashtra,Mumbai Suburban,Dahisar East,400068,,
Maharashtra,Mumbai Suburban,Goregaon East,400063,,
Maharashtra,Mumbai Suburban,Goregaon East,400065,,
Maharashtra,Mumbai Suburban,Goregaon West,400104,,
Maharashtra,Mumbai Suburban,Jogeshwari East,400060,,
Maharashtra,Mumbai Suburban,Jogeshwari West,400102,,
Maharashtra,Mumbai Suburban,Kandivali East,400101,,
Maharashtra,Mumbai Suburban,Kandivali West,400067,,
Maharashtra,Mumbai Suburban,Malad East,400097,,
Maharashtra,Mumbai Suburban,Malad West,400064,,
Maharashtra,Mumbai Suburban,Malad West,400095,,
Maharashtra,Mumbai Suburban,Mumbai,400001,,
Maharashtra,Mumbai City,Mumbai,400002,,
Maharashtra,Mumbai Suburban,Mumbai,400004,,
Maharashtra,Mumbai City,Mumbai,400005,,
Maharashtra,Mumbai Suburban,Mumbai,400006,,
Maharashtra,Mumbai Suburban,Mumbai,400007,,
Maharashtra,Mumbai Suburban,Mumbai,400008,,
Maharashtra,Mumbai Suburban,Mumbai,400009,,
Maharashtra,Mumbai Suburban,Mumbai,400010,,
Maharashtra,Mumbai Suburban,Mumbai,400011,,
Maharashtra,Mumbai Suburban,Mumbai,400012,,
Maharashtra,Mumbai Suburban,Mumbai,400013,,
Maharashtra,Mumbai Suburban,Mumbai,400014,,
Maharashtra,Mumbai Suburban,Mumbai,400015,,
Maharashtra,Mumbai City,Mumbai,400016,,
Maharashtra,Mumbai Suburban,Mumbai,400017,,
Maharashtra,Mumbai Suburban,Mumbai,400018,,
Maharashtra,Mumbai Suburban,Mumbai,400019,,
Maharashtra,Mumbai Suburban,Mumbai,400020,,
Maharashtra,Mumbai Suburban,Mumbai,400021,,
Maharashtra,Mumbai Suburban,Mumbai,400022,,
Maharashtra,Mumbai Suburban,Mumbai,400024,,
Maharashtra,Mumbai Suburban,Mumbai,400025,,
Maharashtra,Mumbai Suburban,Mumbai,400026,,
Maharashtra,Mumbai Suburban,Mumbai,400027,,
Maharashtra,Mumbai Suburban,Mumbai,400028,,
Maharashtra,Mumbai Suburban,Mumbai,400029,,
Maharashtra,Mumbai City,Mumbai,400030,,
Maharashtra,Mumbai Suburban,Mumbai,400031,,
Maharashtra,Mumbai Suburban,Mumbai,400032,,
Maharashtra,Mumbai Suburban,Mumbai,400033,,
Maharashtra,Mumbai City,Mumbai,400034,,
Maharashtra,Mumbai City,Mumbai,400035,,
Maharashtra,Mumbai City,Mumbai,400037,,
Maharashtra,Mumbai Suburban,Mumbai,400049,,
Maharashtra,Mumbai Suburban,Mumbai,400050,,
Maharashtra,Mumbai Suburban,Mumbai,400052,,
Maharashtra,Mumbai Suburban,Mumbai,400053,,
Maharashtra,Mumbai Suburban,Mumbai,400054,,
Maharashtra,Mumbai Suburban,Mumbai,400055,,
Maharashtra,Mumbai Suburban,Mumbai,400056,,
Maharashtra,Mumbai Suburban,Mumbai,400057,,
Maharashtra,Mumbai Suburban,Mumbai,400058,,
Maharashtra,Mumbai Suburban,Mumbai,400059,,
Maharashtra,Mumbai Suburban,Mumbai,400061,,
Maharashtra,Mumbai Suburban,Mumbai,400069,,
Maharashtra,Mumbai Suburban,Mumbai,400070,,
Maharashtra,Mumbai Suburban,Mumbai,400087,,
Maharashtra,Mumbai Suburban,Mumbai,400093,,
Maharashtra,Mumbai Suburban,Mumbai,400096,,
Maharashtra,Mumbai Suburban,Mumbai,400098,,
Maharashtra,Mumbai Suburban,Mumbai,400099,,
Maharashtra,Mumbai Suburban,,400003,,
Maharashtra,Mumbai Suburban,,400042,,
Maharashtra,Mumbai Suburban,,400043,,
Maharashtra,Mumbai Suburban,,400071,,
Maharashtra,Mumbai Suburban,,400072,,
Maharashtra,Mumbai Suburban,,400074,,
Maharashtra,Mumbai Suburban,,400075,,
Maharashtra,Mumbai Suburban,,400076,,
Maharashtra,Mumbai Suburban,,400077,,
Maharashtra,Mumbai Suburban,,400078,,
Maharashtra,Mumbai Suburban,,400079,,
Maharashtra,Mumbai Suburban,,400080,,
Maharashtra,Mumbai Suburban,,400081,,
Maharashtra,Mumbai Suburban,,400082,,
Maharashtra,Mumbai Suburban,,400083,,
Maharashtra,Mumbai Suburban,,400084,,
Maharashtra,Mumbai Suburban,,400085,,
Maharashtra,Mumbai Suburban,,400086,,
Maharashtra,Mumbai Suburban,,400088,,
Maharashtra,Mumbai Suburban,,400089,,
Maharashtra,Mumbai Suburban,,400094,,
Maharashtra,Nagpur,Bhiwapur,441201,,
Maharashtra,Nagpur,Bhiwapur,441203,,
Maharashtra,Nagpur,Hingna,440023,,
Maharashtra,Nagpur,Hingna,441110,,
Maharashtra,Nagpur,Hingna,441122,,
Maharashtra,Nagpur,Kalameshwar,441107,,
Maharashtra,Nagpur,Kalameshwar,441501,,
Maharashtra,Nagpur,Kalmeshwar,441502,,
Maharashtra,Nagpur,Kamptee,441101,,
Maharashtra,Nagpur,Kamptee,441102,,
Maharashtra,Nagpur,Kamptee,441111,,
Maharashtra,Nagpur,Kamptee,441401,,
Maharashtra,Nagpur,Kamthi,440026,,
Maharashtra,Nagpur,Kamthi,441001,,
Maharashtra,Nagpur,Kamthi,441123,,
Maharashtra,Nagpur,Katol,441103,,
Maharashtra,Nagpur,Katol,441302,,
Maharashtra,Nagpur,Katol,441305,,
Maharashtra,Nagpur,Kuhi,441202,,
Maharashtra,Nagpur,Kuhi,441210,,
Maharashtra,Nagpur,Mauda,441104,,
Maharashtra,Nagpur,Mauda,441106,,
Maharashtra,Nagpur,Nagpur,440001,,
Maharashtra,Nagpur,Nagpur,440002,,
Maharashtra,Nagpur,Nagpur,440003,,
Maharashtra,Nagpur,Nagpur,440005,,
Maharashtra,Nagpur,Nagpur,440006,,
Maharashtra,Nagpur,Nagpur,440007,,
Maharashtra,Nagpur,Nagpur,440008,,
Maharashtra,Nagpur,Nagpur,440010,,
Maharashtra,Nagpur,Nagpur,440012,,
Maharashtra,Nagpur,Nagpur,440013,,
Maharashtra,Nagpur,Nagpur,440014,,
Maharashtra,Nagpur,Nagpur,440015,,
Maharashtra,Nagpur,Nagpur,440016,,
Maharashtra,Nagpur,Nagpur,440017,,
Maharashtra,Nagpur,Nagpur,440018,,
Maharashtra,Nagpur,Nagpur,440019,,
Maharashtra,Nagpur,Nagpur,440020,,
Maharashtra,Nagpur,Nagpur,440022,,
Maharashtra,Nagpur,Nagpur,440024,,
Maharashtra,Nagpur,Nagpur,440025,,
Maharashtra,Nagpur,Nagpur,440027,,
Maharashtra,Nagpur,Nagpur,440030,,
Maharashtra,Nagpur,Nagpur,440032,,
Maharashtra,Nagpur,Nagpur,440033,,
Maharashtra,Nagpur,Nagpur,440034,,
Maharashtra,Nagpur,Nagpur,440035,,
Maharashtra,Nagpur,Nagpur,440036,,
Maharashtra,Nagpur,Nagpur,440037,,
